x1, x2, x3, x4, u0, u1
0.239211, -0.795910, -0.364360, 0.466308, 0.707447
0.231924, -0.786584, -0.421543, 0.610427, 0.807666
0.223493, -0.774376, -0.479370, 0.757751, 0.906389
0.213906, -0.759221, -0.537752, 0.908085, 1.003468
0.203151, -0.741059, -0.596594, 1.061210, 1.098742
0.191219, -0.719835, -0.655792, 1.216883, 1.192024
0.178103, -0.695497, -0.715232, 1.374822, 1.283102
0.163799, -0.668001, -0.774782, 1.534692, 1.371727
0.148303, -0.637307, -0.834282, 1.696095, 1.457614
0.131617, -0.603385, -0.893545, 1.858548, 1.540428
0.113746, -0.566214, -0.952338, 2.021468, 1.619787
0.094700, -0.525785, -1.010381, 2.184153, 1.695248
0.074492, -0.482102, -1.067334, 2.345756, 1.766310
0.053145, -0.435186, -1.122788, 2.505273, 1.832413
0.030690, -0.385081, -1.176257, 2.661521, 1.892939
0.007164, -0.331851, -1.227175, 2.813132, 1.947220
-0.017379, -0.275588, -1.274891, 2.958551, 1.994557
-0.042877, -0.216417, -1.318681, 3.096054, 2.034237
-0.069250, -0.154496, -1.357754, 3.223778, 2.065568
-0.096406, -0.090020, -1.391280, 3.339784, 2.087912
-0.124231, -0.023225, -1.418425, 3.442128, 2.100728
-0.152600, 0.045618, -1.438389, 3.528965, 2.103619
-0.181367, 0.116197, -1.450453, 3.598658, 2.096367
-0.210376, 0.188170, -1.454032, 3.649893, 2.078968
-0.239457, 0.261168, -1.448717, 3.681769, 2.051646
-0.268431, 0.334804, -1.434301, 3.693873, 2.014855
-0.297117, 0.408681, -1.410795, 3.686299, 1.969255
-0.325333, 0.482407, -1.378427, 3.659633, 1.915677
-0.352902, 0.555600, -1.337611, 3.614891, 1.855077
-0.379654, 0.627898, -1.288914, 3.553424, 1.788475
-0.405432, 0.698966, -1.233013, 3.476810, 1.716903
-0.430093, 0.768502, -1.170645, 3.386743, 1.641361
-0.453506, 0.836237, -1.102573, 3.284934, 1.562773
-0.475557, 0.901936, -1.029544, 3.173029, 1.481970
-0.496148, 0.965396, -0.952273, 3.052552, 1.399669
-0.515193, 1.026447, -0.871422, 2.924869, 1.316471
-0.532622, 1.084945, -0.787593, 2.791170, 1.232868
-0.548374, 1.140768, -0.701329, 2.652468, 1.149250
-0.562400, 1.193818, -0.613115, 2.509606, 1.065916
-0.574663, 1.244010, -0.523381, 2.363272, 0.983087
-0.585130, 1.291275, -0.432513, 2.214018, 0.900920
-0.593780, 1.335555, -0.340853, 2.062277, 0.819520
-0.600598, 1.376801, -0.248711, 1.908381, 0.738952
-0.605572, 1.414969, -0.156369, 1.752583, 0.659246
-0.608699, 1.450020, -0.064083, 1.595068, 0.580410
-0.609981, 1.481922, 0.027909, 1.435965, 0.502434
-0.609423, 1.510641, 0.119386, 1.275367, 0.425294
-0.607035, 1.536148, 0.210142, 1.113328, 0.348959
-0.602832, 1.558415, 0.299981, 0.949883, 0.273392
-0.596832, 1.577413, 0.388724, 0.785046, 0.198552
-0.589058, 1.593113, 0.476199, 0.618817, 0.124397
-0.579534, 1.605490, 0.562247, 0.451187, 0.050887
-0.568289, 1.614514, 0.646721, 0.282140, -0.022020
-0.555355, 1.620156, 0.729487, 0.111654, -0.094363
-0.540765, 1.622389, 0.810426, -0.060297, -0.166181
-0.524556, 1.621184, 0.889431, -0.233743, -0.237508
-0.506768, 1.616509, 0.966416, -0.408717, -0.308380
-0.487439, 1.608334, 1.041312, -0.585256, -0.378828
-0.466613, 1.596629, 1.114071, -0.763400, -0.448884
-0.444332, 1.581361, 1.184667, -0.943193, -0.518576
-0.420638, 1.562497, 1.253099, -1.124683, -0.587930
-0.395576, 1.540004, 1.319391, -1.307924, -0.656970
-0.369189, 1.513845, 1.383594, -1.492972, -0.725717
-0.341517, 1.483986, 1.445786, -1.679887, -0.794187
-0.312601, 1.450388, 1.506071, -1.868731, -0.862390
-0.282480, 1.413013, 1.564575, -2.059561, -0.930329
-0.251188, 1.371822, 1.621446, -2.252427, -0.997995
-0.218759, 1.326774, 1.676848, -2.447363, -1.065361
-0.185222, 1.277826, 1.730948, -2.644372, -1.132381
-0.150603, 1.224939, 1.783912, -2.843413, -1.198977
-0.114925, 1.168071, 1.835887, -3.044373, -1.265034
-0.078207, 1.107183, 1.886980, -3.247035, -1.330381
-0.040468, 1.042243, 1.937241, -3.451038, -1.394782
-0.001723, 0.973222, 1.986627, -3.655823, -1.457913
0.038010, 0.900105, 2.034975, -3.860561, -1.519344
0.078709, 0.822894, 2.081954, -4.064081, -1.578518
0.120348, 0.741612, 2.127029, -4.264774, -1.634731
0.162889, 0.656317, 2.169414, -4.460510, -1.687117
0.206277, 0.567107, 2.208034, -4.648561, -1.734652
0.250438, 0.474136, 2.241505, -4.825559, -1.776171
0.295268, 0.377624, 2.268143, -4.987533, -1.810415
0.340631, 0.277874, 2.286022, -5.130040, -1.836117
0.386351, 0.175273, 2.293082, -5.248432, -1.852111
0.432213, 0.070304, 2.287308, -5.338270, -1.857471
0.477959, -0.036461, 2.266945, -5.395823, -1.851644
0.523298, -0.144378, 2.230728, -5.418587, -1.834552
0.567913, -0.252749, 2.178063, -5.405684, -1.806637
0.611474, -0.360863, 2.109111, -5.358030, -1.768827
0.653656, -0.468024, 2.024750, -5.278204, -1.722434
0.694151, -0.573588, 1.926429, -5.170068, -1.669002
0.732680, -0.676989, 1.815950, -5.038232, -1.610145
0.768999, -0.777754, 1.695253, -4.887500, -1.547405
0.802904, -0.875504, 1.566225, -4.722430, -1.482152
0.834228, -0.969952, 1.430577, -4.547024, -1.415523
0.862840, -1.060893, 1.289785, -4.364590, -1.348407
0.888635, -1.148185, 1.145076, -4.177712, -1.281464
0.911537, -1.231739, 0.997448, -3.988304, -1.215147
0.931486, -1.311505, 0.847708, -3.797705, -1.149748
0.948440, -1.387459, 0.696513, -3.606787, -1.085426
0.962370, -1.459595, 0.544407, -3.416057, -1.022249
0.973258, -1.527916, 0.391862, -3.225754, -0.960217
0.981096, -1.592431, 0.239294, -3.035922, -0.899287
0.985882, -1.653149, 0.087095, -2.846476, -0.839390
0.987623, -1.710079, -0.064364, -2.657251, -0.780444
0.986336, -1.763224, -0.214717, -2.468036, -0.722364
0.982042, -1.812585, -0.363602, -2.278609, -0.665069
0.974770, -1.858157, -0.510654, -2.088752, -0.608485
0.964557, -1.899932, -0.655513, -1.898269, -0.552552
0.951446, -1.937897, -0.797817, -1.706995, -0.497222
0.935490, -1.972037, -0.937205, -1.514802, -0.442461
0.916746, -2.002333, -1.073320, -1.321601, -0.388246
0.895280, -2.028765, -1.205810, -1.127343, -0.334571
0.871163, -2.051312, -1.334326, -0.932019, -0.281439
0.844477, -2.069952, -1.458527, -0.735654, -0.228865
0.815306, -2.084666, -1.578077, -0.538309, -0.176872
0.783745, -2.095432, -1.692645, -0.340073, -0.125491
0.749892, -2.102233, -1.801911, -0.141059, -0.074762
0.713854, -2.105054, -1.905565, 0.058594, -0.024725
0.675742, -2.103882, -2.003309, 0.258732, 0.024573
0.635676, -2.098708, -2.094865, 0.459182, 0.073082
0.593779, -2.089524, -2.179977, 0.659761, 0.120751
0.550179, -2.076329, -2.258421, 0.860269, 0.167529
0.505011, -2.059124, -2.330009, 1.060501, 0.213362
0.458411, -2.037914, -2.394602, 1.260239, 0.258197
0.410519, -2.012709, -2.452115, 1.459261, 0.301983
0.361476, -1.983524, -2.502527, 1.657338, 0.344667
0.311426, -1.950377, -2.545890, 1.854236, 0.386201
0.260508, -1.913292, -2.582330, 2.049723, 0.426537
0.208861, -1.872298, -2.612053, 2.243568, 0.465630
0.156620, -1.827426, -2.635346, 2.435545, 0.503438
0.103913, -1.778715, -2.652569, 2.625437, 0.539925
0.050862, -1.726207, -2.664152, 2.813038, 0.575057
-0.002421, -1.669946, -2.670579, 2.998155, 0.608803
-0.055833, -1.609983, -2.672374, 3.180601, 0.641137
-0.109280, -1.546371, -2.670083, 3.360196, 0.672031
-0.162682, -1.479167, -2.664249, 3.536750, 0.701458
-0.215967, -1.408432, -2.655387, 3.710050, 0.729383
-0.269074, -1.334231, -2.643960, 3.879829, 0.755760
-0.321954, -1.256634, -2.630342, 4.045737, 0.780527
-0.374560, -1.175720, -2.614795, 4.207296, 0.803595
-0.426856, -1.091574, -2.597431, 4.363847, 0.824841
-0.478805, -1.004297, -2.578185, 4.514493, 0.844103
-0.530369, -0.914007, -2.556781, 4.658036, 0.861166
-0.581504, -0.820846, -2.532705, 4.792921, 0.875763
-0.632158, -0.724988, -2.505190, 4.917194, 0.887575
-0.682262, -0.626644, -2.473217, 5.028493, 0.896236
-0.731726, -0.526074, -2.435529, 5.124093, 0.901355
-0.780437, -0.423592, -2.390697, 5.201022, 0.902543
-0.828251, -0.319572, -2.337202, 5.256263, 0.899456
-0.874995, -0.214446, -2.273574, 5.287036, 0.891843
-0.920467, -0.108706, -2.198541, 5.291136, 0.879587
-0.964437, -0.002883, -2.111186, 5.267256, 0.862745
-1.006661, 0.102462, -2.011063, 5.215228, 0.841557
-1.046882, 0.206767, -1.898257, 5.136108, 0.816430
-1.084847, 0.309489, -1.773353, 5.032070, 0.787900
-1.120315, 0.410130, -1.637344, 4.906136, 0.756576
-1.153061, 0.508253, -1.491486, 4.761798, 0.723071
-1.182891, 0.603489, -1.337145, 4.602638, 0.687957
-1.209634, 0.695542, -1.175664, 4.432003, 0.651719
-1.233147, 0.784182, -1.008279, 4.252784, 0.614741
-1.253313, 0.869238, -0.836064, 4.067302, 0.577294
-1.270034, 0.950584, -0.659926, 3.877289, 0.539553
-1.283233, 1.028129, -0.480618, 3.683927, 0.501605
-1.292845, 1.101808, -0.298764, 3.487927, 0.463468
-1.298820, 1.171566, -0.114901, 3.289611, 0.425109
-1.301118, 1.237359, 0.070497, 3.089011, 0.386459
-1.299708, 1.299139, 0.256985, 2.885938, 0.347430
-1.294569, 1.356858, 0.444122, 2.680062, 0.307919
-1.285686, 1.410459, 0.631460, 2.470962, 0.267825
-1.273057, 1.459878, 0.818526, 2.258175, 0.227049
-1.256687, 1.505042, 1.004819, 2.041233, 0.185505
-1.236590, 1.545866, 1.189806, 1.819689, 0.143120
-1.212794, 1.582260, 1.372925, 1.593140, 0.099836
-1.185336, 1.614123, 1.553585, 1.361238, 0.055618
-1.154264, 1.641348, 1.731174, 1.123707, 0.010446
-1.119640, 1.663822, 1.905064, 0.880344, -0.035677
-1.081539, 1.681429, 2.074620, 0.631026, -0.082728
-1.040047, 1.694049, 2.239208, 0.375709, -0.130664
-0.995262, 1.701563, 2.398207, 0.114430, -0.179424
-0.947298, 1.703852, 2.551017, -0.152698, -0.228928
-0.896278, 1.700798, 2.697071, -0.425482, -0.279077
-0.842337, 1.692288, 2.835852, -0.703658, -0.329756
-0.785620, 1.678215, 2.966906, -0.986891, -0.380833
-0.726281, 1.658477, 3.089857, -1.274776, -0.432163
-0.664484, 1.632982, 3.204423, -1.566842, -0.483583
-0.600396, 1.601645, 3.310435, -1.862554, -0.534917
-0.534187, 1.564394, 3.407843, -2.161311, -0.585974
-0.466030, 1.521168, 3.496732, -2.462447, -0.636549
-0.396096, 1.471919, 3.577316, -2.765225, -0.686421
-0.324549, 1.416614, 3.649935, -3.068830, -0.735351
-0.251551, 1.355238, 3.715034, -3.372347, -0.783078
-0.177250, 1.287791, 3.773128, -3.674726, -0.829313
-0.101787, 1.214296, 3.824754, -3.974740, -0.873728
-0.025292, 1.134801, 3.870405, -4.270898, -0.915943
0.052116, 1.049383, 3.910450, -4.561352, -0.955516
0.130325, 0.958156, 3.945037, -4.843752, -0.991916
0.209226, 0.861281, 3.973983, -5.115097, -1.024513
0.288705, 0.758979, 3.996679, -5.371567, -1.052566
0.368639, 0.651548, 4.011993, -5.608395, -1.075228
0.448879, 0.539380, 4.018238, -5.819839, -1.091573
0.529243, 0.422983, 4.013214, -5.999339, -1.100662
0.609508, 0.302997, 3.994375, -6.139959, -1.101642
0.689395, 0.180197, 3.959143, -6.235154, -1.093880
0.768578, 0.055494, 3.905343, -6.279814, -1.077110
0.846685, -0.070102, 3.831671, -6.271363, -1.051544
0.923318, -0.195529, 3.738055, -6.210555, -1.017921
0.998079, -0.319740, 3.625760, -6.101650, -0.977458
1.070595, -0.441773, 3.497190, -5.951839, -0.931711
1.140538, -0.560810, 3.355461, -5.770095, -0.882372
1.207648, -0.676212, 3.203889, -5.565848, -0.831073
1.271725, -0.787529, 3.045558, -5.347865, -0.779230
1.332637, -0.894486, 2.883048, -5.123546, -0.727960
1.390298, -0.996957, 2.718338, -4.898643, -0.678068
1.444664, -1.094930, 2.552822, -4.677304, -0.630072
1.495721, -1.188476, 2.387401, -4.462279, -0.584256
1.543469, -1.277722, 2.222594, -4.255202, -0.540728
1.587921, -1.362826, 2.058645, -4.056857, -0.499468
1.629094, -1.443963, 1.895614, -3.867413, -0.460367
1.667006, -1.521311, 1.733444, -3.686607, -0.423261
1.701675, -1.595043, 1.572017, -3.513883, -0.387951
1.733115, -1.665321, 1.411184, -3.348494, -0.354221
1.761339, -1.732291, 1.250794, -3.189577, -0.321843
1.786355, -1.796082, 1.090705, -3.036204, -0.290591
1.808169, -1.856806, 0.930799, -2.887420, -0.260241
1.826785, -1.914555, 0.770979, -2.742268, -0.230574
1.842204, -1.969400, 0.611175, -2.599810, -0.201381
1.854428, -2.021396, 0.451343, -2.459136, -0.172462
1.863455, -2.070579, 0.291462, -2.319381, -0.143628
1.869284, -2.116967, 0.131528, -2.179724, -0.114699
1.871914, -2.160561, -0.028443, -2.039395, -0.085505
1.871346, -2.201349, -0.188425, -1.897680, -0.055889
1.867577, -2.239303, -0.348382, -1.753919, -0.025701
1.860609, -2.274381, -0.508273, -1.607509, 0.005196
1.850444, -2.306531, -0.668050, -1.457900, 0.036933
1.837083, -2.335689, -0.827664, -1.304593, 0.069630
1.820530, -2.361781, -0.987061, -1.147137, 0.103401
1.800788, -2.384724, -1.146180, -0.985128, 0.138350
1.777865, -2.404426, -1.304951, -0.818198, 0.174578
1.751766, -2.420790, -1.463291, -0.646013, 0.212176
1.722500, -2.433711, -1.621097, -0.468266, 0.251233
1.690078, -2.443076, -1.778237, -0.284672, 0.291829
1.654513, -2.448769, -1.934548, -0.094957, 0.334042
1.615822, -2.450669, -2.089824, 0.101144, 0.377943
1.574026, -2.448646, -2.243810, 0.303896, 0.423599
1.529150, -2.442568, -2.396197, 0.513568, 0.471070
1.481226, -2.432296, -2.546616, 0.730440, 0.520409
1.430293, -2.417688, -2.694639, 0.954806, 0.571662
1.376401, -2.398592, -2.839779, 1.186973, 0.624863
1.319605, -2.374852, -2.981498, 1.427264, 0.680036
1.259975, -2.346307, -3.119220, 1.676018, 0.737189
1.197591, -2.312786, -3.252349, 1.933576, 0.796316
1.132544, -2.274115, -3.380301, 2.200287, 0.857392
1.064938, -2.230109, -3.502533, 2.476491, 0.920376
0.994887, -2.180579, -3.618589, 2.762514, 0.985209
0.922515, -2.125329, -3.728145, 3.058660, 1.051823
0.847952, -2.064156, -3.831059, 3.365211, 1.120143
0.771331, -1.996852, -3.927420, 3.682422, 1.190103
0.692783, -1.923203, -4.017587, 4.010527, 1.261657
0.612431, -1.842993, -4.102218, 4.349747, 1.334788
0.530387, -1.755998, -4.182270, 4.700297, 1.409528
0.446741, -1.661992, -4.258986, 5.062376, 1.485949
0.361562, -1.560744, -4.333827, 5.436128, 1.564161
0.274885, -1.452022, -4.408377, 5.821551, 1.644266
0.186718, -1.335591, -4.484184, 6.218300, 1.726283
0.097034, -1.211225, -4.562534, 6.625346, 1.810006
0.005783, -1.078718, -4.644140, 7.040413, 1.894767
-0.087100, -0.937909, -4.728712, 7.459140, 1.979059
-0.181674, -0.788727, -4.814418, 7.873922, 2.059987
-0.277962, -0.631248, -4.897273, 8.272558, 2.132589
-0.375908, -0.465797, -4.970608, 8.637087, 2.189324
-0.475320, -0.293055, -5.025005, 8.943700, 2.220442
-0.575820, -0.114181, -5.049231, 9.165051, 2.216267
-0.676805, 0.069120, -5.032598, 9.275973, 2.171562
-0.777457, 0.254639, -4.968385, 9.261682, 2.089621
-0.876824, 0.439873, -4.856687, 9.124532, 1.982105
-0.973958, 0.622363, -4.704695, 8.884493, 1.863765
-1.068052, 0.800053, -4.524014, 8.572437, 1.746424
-1.158532, 0.971502, -4.326818, 8.220631, 1.636546
-1.245069, 1.135915, -4.123049, 7.855776, 1.536280
-1.327530, 1.293030, -3.919423, 7.496496, 1.445490
-1.405918, 1.442960, -3.719746, 7.154005, 1.363232
-1.480313, 1.586040, -3.525719, 6.834006, 1.288453
-1.550827, 1.722720, -3.337748, 6.538591, 1.220222
-1.617582, 1.853492, -3.155549, 6.267681, 1.157757
-1.680693, 1.978846, -2.978564, 6.019985, 1.100391
-1.740264, 2.099245, -2.806213, 5.793586, 1.047534
-1.796389, 2.215117, -2.638043, 5.586291, 0.998643
-1.849150, 2.326843, -2.473799, 5.395820, 0.953205
-1.898626, 2.434759, -2.313453, 5.219917, 0.910731
-1.944895, 2.539158, -2.157194, 5.056415, 0.870755
-1.988039, 2.640286, -2.005390, 4.903271, 0.832832
-2.028146, 2.738351, -1.858536, 4.758595, 0.796554
-2.065317, 2.833523, -1.717187, 4.620669, 0.761548
-2.099661, 2.925937, -1.581883, 4.487957, 0.727491
-2.131298, 3.015696, -1.453085, 4.359118, 0.694106
-2.160360, 3.102878, -1.331120, 4.233000, 0.661172
-2.186983, 3.187538, -1.216137, 4.108636, 0.628515
-2.211305, 3.269711, -1.108093, 3.985229, 0.596003
-2.233467, 3.349416, -1.006752, 3.862131, 0.563543
-2.253602, 3.426658, -0.911707, 3.738822, 0.531068
-2.271836, 3.501435, -0.822405, 3.614886, 0.498531
-2.288284, 3.573732, -0.738191, 3.489989, 0.465896
-2.303048, 3.643532, -0.658342, 3.363861, 0.433137
-2.316215, 3.710809, -0.582104, 3.236278, 0.400227
-2.327857, 3.775535, -0.508724, 3.107053, 0.367145
-2.338032, 3.837676, -0.437474, 2.976025, 0.333866
-2.346781, 3.897196, -0.367667, 2.843054, 0.300367
-2.354134, 3.954058, -0.298671, 2.708022, 0.266628
-2.360108, 4.008218, -0.229910, 2.570826, 0.232626
-2.364706, 4.059635, -0.160870, 2.431384, 0.198345
-2.367923, 4.108262, -0.091100, 2.289629, 0.163770
-2.369745, 4.154055, -0.020201, 2.145517, 0.128891
-2.370149, 4.196965, 0.052169, 1.999026, 0.093704
-2.369106, 4.236946, 0.126308, 1.850154, 0.058210
-2.366580, 4.273949, 0.202469, 1.698926, 0.022413
-2.362531, 4.307927, 0.280868, 1.545392, -0.013671
-2.356913, 4.338835, 0.361691, 1.389627, -0.050025
-2.349679, 4.366628, 0.445093, 1.231734, -0.086620
-2.340778, 4.391262, 0.531208, 1.071846, -0.123425
-2.330153, 4.412699, 0.620150, 0.910122, -0.160397
-2.317750, 4.430902, 0.712014, 0.746752, -0.197490
-2.303510, 4.445837, 0.806885, 0.581956, -0.234645
-2.287372, 4.457476, 0.904834, 0.415985, -0.271800
-2.269276, 4.465795, 1.005924, 0.249123, -0.308882
-2.249157, 4.470778, 1.110212, 0.081685, -0.345810
-2.226953, 4.472412, 1.217748, -0.085981, -0.382495
-2.202598, 4.470692, 1.328577, -0.253493, -0.418839
-2.176026, 4.465622, 1.442742, -0.420435, -0.454735
-2.147172, 4.457213, 1.560279, -0.586357, -0.490070
-2.115966, 4.445486, 1.681224, -0.750777, -0.524719
-2.082342, 4.430471, 1.805608, -0.913180, -0.558554
-2.046229, 4.412207, 1.933456, -1.073025, -0.591436
-2.007560, 4.390747, 2.064788, -1.229743, -0.623225
-1.966265, 4.366152, 2.199613, -1.382744, -0.653774
-1.922272, 4.338497, 2.337925, -1.531422, -0.682934
-1.875514, 4.307868, 2.479701, -1.675164, -0.710557
-1.825920, 4.274365, 2.624891, -1.813355, -0.736498
-1.773422, 4.238098, 2.773409, -1.945392, -0.760616
-1.717954, 4.199190, 2.925120, -2.070694, -0.782781
-1.659451, 4.157776, 3.079831, -2.188715, -0.802873
-1.597855, 4.114002, 3.237270, -2.298962, -0.820794
-1.533109, 4.068023, 3.397069, -2.401013, -0.836467
-1.465168, 4.020003, 3.558749, -2.494532, -0.849843
-1.393993, 3.970112, 3.721696, -2.579297, -0.860908
-1.319559, 3.918526, 3.885145, -2.655212, -0.869689
-1.241856, 3.865422, 4.048165, -2.722335, -0.876256
-1.160893, 3.810975, 4.209647, -2.780892, -0.880731
-1.076700, 3.755357, 4.368305, -2.831294, -0.883288
-0.989334, 3.698731, 4.522678, -2.874140, -0.884153
-0.898880, 3.641249, 4.671151, -2.910221, -0.883603
-0.805457, 3.583044, 4.811980, -2.940504, -0.881961
-0.709218, 3.524234, 4.943337, -2.966113, -0.879584
-0.610351, 3.464912, 5.063357, -2.988286, -0.876852
-0.509084, 3.405146, 5.170200, -3.008331, -0.874150
-0.405680, 3.344979, 5.262114, -3.027565, -0.871855
-0.300437, 3.284428, 5.337499, -3.047252, -0.870312
-0.193687, 3.223483, 5.394973, -3.068530, -0.869817
-0.085788, 3.162112, 5.433426, -3.092354, -0.870601
0.022881, 3.100265, 5.452070, -3.119431, -0.872819
0.131922, 3.037877, 5.450477, -3.150181, -0.876537
0.240931, 2.974873, 5.428601, -3.184704, -0.881730
0.349503, 2.911179, 5.386792, -3.222776, -0.888286
0.457239, 2.846724, 5.325789, -3.263849, -0.896010
0.563755, 2.781447, 5.246702, -3.307090, -0.904636
0.668689, 2.715305, 5.150977, -3.351425, -0.913846
0.771709, 2.648276, 5.040347, -3.395599, -0.923284
0.872516, 2.580364, 4.916764, -3.438253, -0.932576
0.970851, 2.511599, 4.782334, -3.477996, -0.941347
1.066498, 2.442039, 4.639230, -3.513481, -0.949238
1.159282, 2.371770, 4.489615, -3.543471, -0.955922
1.249074, 2.300900, 4.335567, -3.566892, -0.961127
1.335786, 2.229562, 4.179012, -3.582867, -0.964656
1.419366, 2.157905, 4.021676, -3.590740, -0.966399
1.499800, 2.086090, 3.865048, -3.590077, -0.966322
1.577101, 2.014289, 3.710365, -3.580655, -0.964422
1.651308, 1.942676, 3.558612, -3.562447, -0.960683
1.722480, 1.871427, 3.410534, -3.535586, -0.955069
1.790691, 1.800715, 3.266657, -3.500339, -0.947555
1.856024, 1.730708, 3.127318, -3.457077, -0.938172
1.918570, 1.661567, 2.992696, -3.406250, -0.927022
1.978424, 1.593442, 2.862846, -3.348364, -0.914265
2.035681, 1.526474, 2.737730, -3.283968, -0.900095
2.090436, 1.460795, 2.617244, -3.213641, -0.884708
2.142781, 1.396522, 2.501240, -3.137978, -0.868284
2.192805, 1.333763, 2.389548, -3.057588, -0.850974
2.240596, 1.272611, 2.281990, -2.973084, -0.832901
2.286236, 1.213149, 2.178389, -2.885078, -0.814166
2.329804, 1.155448, 2.078580, -2.794178, -0.794854
2.371376, 1.099564, 1.982411, -2.700981, -0.775048
2.411024, 1.045545, 1.889748, -2.606073, -0.754829
2.448819, 0.993423, 1.800474, -2.510020, -0.734288
2.484828, 0.943223, 1.714489, -2.413366, -0.713523
2.519118, 0.894955, 1.631709, -2.316627, -0.692642
2.551752, 0.848623, 1.552060, -2.220290, -0.671759
2.582793, 0.804217, 1.475480, -2.124806, -0.650993
2.612303, 0.761721, 1.401913, -2.030590, -0.630459
2.640341, 0.721109, 1.331308, -1.938015, -0.610269
2.666967, 0.682349, 1.263615, -1.847413, -0.590525
2.692240, 0.645400, 1.198785, -1.759075, -0.571314
2.716215, 0.610219, 1.136768, -1.673247, -0.552710
2.738951, 0.576754, 1.077509, -1.590136, -0.534769
2.760501, 0.544951, 1.020952, -1.509907, -0.517532
2.780920, 0.514753, 0.967035, -1.432687, -0.501020
2.800261, 0.486099, 0.915693, -1.358570, -0.485242
2.818574, 0.458928, 0.866857, -1.287614, -0.470191
2.835912, 0.433176, 0.820454, -1.219851, -0.455847
2.852321, 0.408779, 0.776407, -1.155284, -0.442181
2.867849, 0.385673, 0.734638, -1.093896, -0.429153
2.882542, 0.363795, 0.695066, -1.035647, -0.416718
2.896443, 0.343082, 0.657608, -0.980483, -0.404823
2.909595, 0.323473, 0.622181, -0.928334, -0.393413
2.922039, 0.304906, 0.588702, -0.879121, -0.382425
2.933813, 0.287323, 0.557086, -0.832752, -0.371798
2.944954, 0.270668, 0.527251, -0.789132, -0.361464
2.955499, 0.254886, 0.499116, -0.748158, -0.351355
2.965482, 0.239923, 0.472598, -0.709722, -0.341401
2.974934, 0.225728, 0.447620, -0.673715, -0.331528
2.983886, 0.212254, 0.424103, -0.640026, -0.321661
2.992368, 0.199453, 0.401973, -0.608543, -0.311721
3.000408, 0.187282, 0.381154, -0.579150, -0.301627
3.008031, 0.175699, 0.361576, -0.551737, -0.291294
3.015262, 0.164665, 0.343168, -0.526188, -0.280632
3.022126, 0.154141, 0.325861, -0.502390, -0.269547
3.028643, 0.144093, 0.309588, -0.480231, -0.257939
3.034835, 0.134489, 0.294284, -0.459596, -0.245704
